name,entity,label,definition_period
az_base_standard_deduction,tax_unit,Arizona base standard deduction,year
az_increased_standard_deduction_for_charitable_contributions,tax_unit,Arizona increased standard deduction for charitable contributions,year
az_standard_deduction,tax_unit,Arizona standard deduction,year
az_aged_exemption,person,Arizona aged exemption,year
az_aged_exemption_eligible_person,person,Eligible person for the Arizona aged exemption,year
az_blind_exemption,tax_unit,Arizona blind exemption,year
az_exemptions,tax_unit,Arizona total exemptions,year
az_parents_grandparents_exemption,person,Arizona parents and grandparents exemption,year
az_stillborn_exemption,tax_unit,Arizona stillborn exemption,year
az_military_retirement_subtraction,tax_unit,Arizona military retirement subtraction,year
az_public_pension_exclusion,tax_unit,Arizona Pension Exclusion,year
az_long_term_capital_gains_subtraction,tax_unit,Arizona long-term capital gains subtraction,year
az_529_college_savings_plan_subtraction,tax_unit,Arizona 529 college savings plan subtraction,year
ca_child_care_subsidies,spm_unit,California child care subsidies,year
ca_foster_care_minor_dependent,person,California foster care minor dependent,month
ca_in_medical_care_facility,person,Is in a California medical care facility,year
ca_cvrp,person,California Clean Vehicle Rebate Project,year
ca_cvrp_vehicle_rebate_amount,person,CVRP rebate for purchased vehicle,year
is_ca_cvrp_increased_rebate_eligible,person,Eligible for CVRP increased rebate,year
is_ca_cvrp_normal_rebate_eligible,person,Eligible for CVRP normal rebate,year
ca_in_home_supportive_services,person,California In-Home Supportive Services,year
ca_capi,spm_unit,California CAPI,year
ca_capi_eligible,spm_unit,California CAPI eligible,year
ca_capi_eligible_person,person,California CAPI eligible person,year
ca_capi_income_eligible,spm_unit,California CAPI income eligible,year
ca_capi_resource_eligible,spm_unit,California CAPI resource eligible,year
ca_capi_countable_vehicle_value,spm_unit,California CAPI countable vehicle value,year
ca_capi_resources,spm_unit,California CAPI resources,year
ca_state_supplement,spm_unit,California state supplement,year
ca_state_supplement_eligible_person,person,California SSI state supplement eligible person,month
ca_state_supplement_aged_blind_disabled_amount,spm_unit,California SSI state supplement aged disabled and blind amount,month
ca_state_supplement_aged_disabled_amount,spm_unit,California SSI state supplement aged disabled amount,month
ca_state_supplement_aged_disabled_count,spm_unit,California SSI state supplement aged or disabled count,month
ca_state_supplement_blind_amount,spm_unit,California SSI state supplement blind amount,month
ca_state_supplement_dependent_amount,spm_unit,California SSI state supplement dependent amount,month
ca_state_supplement_food_allowance,spm_unit,California SSI state supplement food allowance,month
ca_state_supplement_food_allowance_eligible,spm_unit,California SSI state supplement food allowance eligible,month
ca_state_supplement_medical_care_facility_amount,spm_unit,California SSI state supplement medical care facility amount,month
ca_state_supplement_out_of_home_care_facility_amount,spm_unit,California SSI state supplement out of home care facility amount,month
ca_state_supplement_payment_standard,spm_unit,California SSI state supplement payment standard,month
ca_tanf,spm_unit,California CalWORKs Cash Benefit,year
ca_tanf_applicant_financial_test,spm_unit,California CalWORKs Applicant Financial Test,year
ca_tanf_eligible,spm_unit,Eligible for the California CalWORKs,year
ca_tanf_exempt,spm_unit,California CalWORKs Exempt Eligibility,year
ca_tanf_financial_eligible,spm_unit,California CalWORKs Financial Eligibility,year
ca_tanf_immigration_status_eligible_person,person,California TANF immigration status Eligibility,year
ca_tanf_income_limit,spm_unit,California CalWORKs Minimum Basic Standard of Adequate Care,year
ca_tanf_maximum_payment,spm_unit,California CalWORKs Maximum Aid Payment,year
ca_tanf_recipient_financial_test,spm_unit,California CalWORKs Recipient Financial Test,year
ca_tanf_region1,household,In a CalWORKs region 1 county,year
ca_tanf_resources_eligible,spm_unit,Eligible for the California CalWORKs based on the available resources,year
ca_tanf_vehicle_value_eligible,spm_unit,Eligible child for the California CalWORKs based on the vehicle value,year
ca_tanf_countable_income_applicant,spm_unit,California CalWORKs Countable Income for Eligibility,year
ca_tanf_countable_income_recipient,spm_unit,California CalWORKs countable income for payment computation,year
ca_tanf_db_unearned_income,spm_unit,California CalWORKs Disability-Based Unearned Income,year
ca_tanf_earned_income,spm_unit,California CalWORKs gross earned income,year
ca_tanf_other_unearned_income,spm_unit,California CalWORKs other unearned income,year
ca_tanf_resources,spm_unit,California CalWORKs Resources,year
ca_tanf_resources_limit,spm_unit,California CalWORKs Resources Limit,year
ca_calworks_child_care_days_per_month,person,California CalWORKs Child Care days per month,month
ca_calworks_child_care_full_time,person,Whether a child is classified as receiving full-time care for CalWORKs Child Care,month
ca_calworks_child_care_provider_category,person,California CalWORKs Child Care provider categroy,month
ca_calworks_child_care_time_category,person,California CalWORKs Child Care time category,month
ca_calworks_child_care_weeks_per_month,person,California CalWORKs Child Care weeks per month,month
ca_calworks_child_care_age_eligible,spm_unit,California CalWORKs Child Care SPMUnit Age Eligibility,year
ca_calworks_child_care_child_age_eligible,person,Eligible child for the California CalWORKs Child Care based on age,year
ca_calworks_child_care_eligible,spm_unit,Eligible for the California CalWORKs Child Care,year
ca_calworks_child_care_immigration_status_eligible_person,person,California CalWORKs Child Care immigration status Eligibility,year
ca_calworks_child_care_meets_work_requirement,spm_unit,Meets CalWORKs Child Care Work Requirement,year
ca_calworks_child_care_welfare_to_work,person,California CalWORKs Welfare to Work,year
ca_calworks_child_care,spm_unit,California CalWORKs Child Care final payment,month
ca_calworks_child_care_factor_category,person,California CalWORKs Child Care factor category,month
ca_calworks_child_care_payment,person,California CalWORKs Child Care payment,month
ca_calworks_child_care_payment_factor,person,California CalWORKs Child Care payment factor,month
ca_calworks_child_care_payment_standard,person,California CalWORKs Child Care Payment Standard,month
ca_calworks_child_care_time_coefficient,person,California CalWORKs Child Care hours per month,month
ca_care,household,California CARE,year
ca_care_amount_if_eligible,household,California CARE amount discounted,year
ca_care_categorically_eligible,household,Eligible for California CARE program by virtue of participation in a qualifying program,year
ca_care_eligible,household,Eligible for California CARE program,year
ca_care_income_eligible,household,Eligible for California CARE program by virtue of income,year
ca_care_poverty_line,household,Poverty line as defined for California CARE program,year
ca_fera,household,California FERA,year
ca_fera_amount_if_eligible,household,California FERA discounted amount,year
ca_fera_eligible,household,Eligible for California FERA program,year
ca_ffyp_eligible,person,Eligible person for the California Former Foster Youth Program,year
ca_state_disability_insurance,person,California state disability insurance (SDI),year
ca_additions,tax_unit,CA AGI additions to federal AGI,year
ca_agi,tax_unit,CA AGI,year
ca_agi_subtractions,tax_unit,CA AGI subtractions from federal AGI,year
ca_income_tax,tax_unit,CA income tax,year
ca_income_tax_before_credits,tax_unit,CA income tax before credits,year
ca_income_tax_before_refundable_credits,tax_unit,CA income tax before refundable credits,year
ca_mental_health_services_tax,tax_unit,CA mental health services tax,year
ca_taxable_income,tax_unit,CA taxable income,year
ca_use_tax,tax_unit,CA Use Tax,year
ca_withheld_income_tax,person,California withheld income tax,year
ca_amt,tax_unit,California alternative minimum tax,year
ca_amti,tax_unit,California alternative minimum taxable income,year
ca_amti_adjustments,tax_unit,California AMTI adjustment,year
ca_pre_exemption_amti,tax_unit,California pre-exemption alternative minimum taxable income,year
ca_amt_exemption,tax_unit,California AMT exemption amount,year
ca_cdcc,tax_unit,California Child and Dependent Care Expenses Credit,year
ca_cdcc_rate,tax_unit,CDCC credit rate replicated to include California limitations,year
ca_cdcc_relevant_expenses,tax_unit,CDCC-relevant care expenses replicated to include California limitations,year
ca_federal_capped_cdcc,tax_unit,Capped child/dependent care credit replicated to include California limitations,year
ca_federal_cdcc,tax_unit,Child and Dependent Care Expenses Credit replicated to include California limitations,year
ca_nonrefundable_credits,tax_unit,California nonrefundable income tax credits,year
ca_refundable_credits,tax_unit,California refundable income tax credits,year
ca_renter_credit,tax_unit,California Renter Tax Credit,year
ca_eitc,tax_unit,CalEITC,year
ca_eitc_eligible,tax_unit,CalEITC eligible,year
ca_is_qualifying_child_for_caleitc,person,Child qualifies for CalEITC,year
ca_foster_youth_tax_credit,tax_unit,California foster youth tax credit,year
ca_foster_youth_tax_credit_eligible_person,person,Eligible person for the California foster youth tax credit,year
ca_foster_youth_tax_credit_person,person,California foster youth tax credit,year
ca_yctc,tax_unit,California Young Child Tax Credit,year
ca_deductions,tax_unit,California deductions,year
ca_investment_interest_deduction,tax_unit,California investment interest deduction,year
ca_itemized_deductions,tax_unit,California itemized deductions,year
ca_itemized_deductions_pre_limitation,tax_unit,California pre-limitation itemized deductions,year
ca_standard_deduction,tax_unit,California standard deduction,year
ca_exemptions,tax_unit,CA Exemptions,year
co_child_care_subsidies,spm_unit,Colorado child care subsidies,year
co_ccap_add_on_parent_fee,spm_unit,Colorado Child Care Assistance Program add on parent fee,month
co_ccap_base_parent_fee,spm_unit,Colorado Child Care Assistance Program base parent fee,month
co_ccap_child_eligible,person,Child eligibility for Colorado Child Care Assistance Program,month
co_ccap_countable_income,spm_unit,Colorado Child Care Assitance Program Countable Income,month
co_ccap_eligible,spm_unit,Eligible for Colorado Child Care Assistance Program,month
co_ccap_eligible_children,spm_unit,Number of children eligible for Colorado Child Care Assistance Program,month
co_ccap_parent_fee,spm_unit,Colorado Child Care Assistance Program parent fee,month
co_ccap_smi,spm_unit,State median income for Colorado CCAP,month
co_ccap_subsidy,spm_unit,Colorado Child Care Assistance Program,month
co_quality_rating_of_child_care_facility,person,Quality rating of child care facility for Colorado Child Care Assistance Program,year
co_ccap_entry_eligible,spm_unit,Eligible for the entry of the Colorado Child Care Assistance Program,month
co_ccap_entry_income_eligible,spm_unit,Eligible for the entry of Colorado Child Care Assistance Program through income,month
co_ccap_fpg_eligible,spm_unit,Meets Colorado Child Care Assistance Program poverty-based income eligibility test,month
co_ccap_is_in_entry_process,spm_unit,Whether applicants are in the entry process of the Colorado Child Care Assistance Program,month
co_ccap_smi_eligible,spm_unit,Meets Colorado Child Care Assistance Program state median income-based income eligibility test,month
co_ccap_is_in_re_determination_process,spm_unit,Whether applicants are in the re-determination process of the Colorado Child Care Assistance Program,month
co_ccap_re_determination_eligible,spm_unit,Eligible for the re-determination of the Colorado Child Care Assistance Program,month
co_ccap_re_determination_income_eligible,spm_unit,Eligible for the re-determination of Colorado Child Care Assistance Program through income,month
co_tanf,spm_unit,Colorado TANF,year
co_tanf_count_children,spm_unit,Colorado TANF number of children,year
co_tanf_eligible,spm_unit,Colorado TANF eligible,year
co_tanf_grant_standard,spm_unit,Colorado TANF grant standard,year
co_tanf_income_eligible,spm_unit,Colorado TANF income eligible,year
co_tanf_need_standard,spm_unit,Colorado TANF need standard,year
co_tanf_countable_earned_income_grant_standard,spm_unit,Colorado TANF total countable earned income for grant standard,year
co_tanf_countable_earned_income_need,spm_unit,Colorado TANF total countable income for need determination,year
co_tanf_countable_gross_earned_income,spm_unit,Colorado TANF countable gross earned income,year
co_tanf_countable_gross_unearned_income,spm_unit,Colorado TANF countable gross unearned income,year
co_chp,person,Colorado Child Health Plan Plus expense savings,year
co_chp_eligible,person,Colorado Child Health Plan Plus eligibility,year
co_chp_out_of_pocket_maximum,person,Colorado Child Health Plan Plus out of pocket maximum,year
co_oap,person,Colorado Old Age Pension,year
co_oap_eligible,person,Colorado Old Age Pension Eligible,year
co_state_supplement,person,Colorado State Supplement,year
co_state_supplement_eligible,person,Colorado State Supplement Eligible,year
co_income_tax,tax_unit,Colorado income tax,year
co_income_tax_before_non_refundable_credits,tax_unit,Colorado income tax before non-refundable credits,year
co_income_tax_before_refundable_credits,tax_unit,Colorado income tax before refundable credits,year
co_non_refundable_credits,tax_unit,Colorado non-refundable credits,year
co_refundable_credits,tax_unit,Colorado refundable credits,year
co_taxable_income,tax_unit,Colorado taxable income,year
co_withheld_income_tax,person,Colorado withheld income tax,year
co_additions,tax_unit,Colorado additions to federal taxable income,year
co_state_addback,tax_unit,Colorado state income tax addback,year
co_federal_deduction_addback,tax_unit,Colorado federal deductions addback,year
co_federal_deduction_addback_required,tax_unit,Required to add back the Colorado federal deductions,year
co_qualified_business_income_deduction_addback,tax_unit,Colorado qualified business income deduction addback,year
co_qualified_business_income_deduction_addback_required,tax_unit,Required to add back the Colorado qualified business income deduction,year
co_cdcc,tax_unit,Colorado Child Care Expenses Credit,year
co_low_income_cdcc,tax_unit,Colorado Low-income Child Care Expenses Credit,year
co_low_income_cdcc_eligible,tax_unit,Eligible for the Colorado Low-income Child Care Expenses Credit,year
co_ctc,tax_unit,Colorado child tax credit,year
co_ctc_eligible_child,person,Colorado child tax credit eligible child,year
co_ctc_eligible_children_count,tax_unit,Colorado child tax credit eligible children count,year
co_federal_ctc,tax_unit,Child Tax Credit replicated to include the Colorado limitations,year
co_federal_ctc_child_individual_maximum,person,CTC maximum amount (child) replicated to account for the Colorado state CTC child eligibility,year
co_federal_ctc_maximum,tax_unit,Maximum CTC replicated to include the Colorado limitations,year
co_non_refundable_ctc,tax_unit,Non-refundable Child Tax Credit replicated to include the Colorado limitations,year
co_refundable_ctc,tax_unit,Refundable Child Tax Credit replicated to include the Colorado limitations,year
co_eitc,tax_unit,Colorado EITC,year
co_family_affordability_credit,person,Colorado Family Affordability Credit,year
co_income_qualified_senior_housing_credit,tax_unit,Colorado Income Qualified Senior Housing Income Tax Credit,year
co_income_qualified_senior_housing_credit_eligible,tax_unit,Eligible for Colorado Income Qualified Senior Housing Income Tax Credit,year
co_modified_agi,tax_unit,Colorado modified adjusted gross income for the sales tax refund,year
co_sales_tax_refund,tax_unit,Colorado sales tax refund,year
co_sales_tax_refund_eligible,tax_unit,Eligible for the Colorado sales tax refund,year
co_property_tax_exemption,tax_unit,Colorado property tax exemption,year
co_subtractions,tax_unit,Colorado subtractions,year
co_able_contribution_subtraction,tax_unit,Colorado able contribution subtraction,year
co_charitable_contribution_subtraction,tax_unit,Colorado charitable contribution subtraction,year
co_charitable_contribution_subtraction_eligible,tax_unit,Eligible for the Colorado charitable contribution subtraction,year
co_collegeinvest_subtraction,tax_unit,Colorado collegeinvest subtraction,year
co_military_retirement_subtraction,tax_unit,Colorado military retirement subtraction,year
co_pension_subtraction,tax_unit,Colorado pension and annuity subtraction,year
co_pension_subtraction_income,person,Income for the Colorado pension and annuity subtraction,year
co_pension_subtraction_indv,person,Colorado pension and annuity subtraction for eligible individuals,year
co_pension_subtraction_indv_eligible,person,Eligible for the Colorado pension and annuity subtraction for eligible individuals,year
co_social_security_subtraction_indv,person,Colorado social security subtraction for eligible individuals,year
co_social_security_subtraction_indv_eligible,person,Eligible for the Colorado social security subtraction for eligible individuals,year
ct_agi,tax_unit,Connecticut adjusted gross income,year
ct_agi_subtractions,tax_unit,Connecticut subtractions from federal adjusted gross income,year
ct_income_tax,tax_unit,Connecticut income tax,year
ct_income_tax_after_amt,tax_unit,Connecticut income tax after the addition of the alternative minimum tax,year
ct_income_tax_after_personal_credits,tax_unit,Connecticut income tax after personal tax credits,year
ct_income_tax_before_refundable_credits,tax_unit,Connecticut income tax before refundable credits,year
ct_non_refundable_credits,tax_unit,Connecticut non-refundable credits,year
ct_refundable_credits,tax_unit,Connecticut refundable credits,year
ct_taxable_income,tax_unit,Connecticut taxable income,year
ct_withheld_income_tax,person,Connecticut withheld income tax,year
ct_additions,tax_unit,Connecticut additions,year
ct_section_179_expense_add_back,tax_unit,Connecticut Section 179 Expense Add Back,year
ct_income_tax_high_tax_recapture,tax_unit,Connecticut income tax recapture at high brackets,year
ct_income_tax_low_tax_recapture,tax_unit,Connecticut income tax recapture at low brackets,year
ct_income_tax_middle_tax_recapture,tax_unit,Connecticut income tax recapture at middle brackets,year
ct_income_tax_phase_out_add_back,tax_unit,Connecticut income tax phase out add back,year
ct_income_tax_recapture,tax_unit,Connecticut income tax recapture,year
ct_amt,tax_unit,Connecticut alternative minimum tax,year
ct_personal_credit_rate,tax_unit,Connecticut personal credit rate,year
ct_eitc,tax_unit,Connecticut Earned Income Tax Credit,year
ct_property_tax_credit,tax_unit,Connecticut property tax credit,year
ct_property_tax_credit_eligible,tax_unit,Eligible for the Connecticut Property Tax Credit,year
ct_personal_exemptions,tax_unit,Connecticut Personal Exemptions,year
ct_child_tax_rebate,tax_unit,Connecticut child tax rebate,year
ct_social_security_benefit_adjustment,tax_unit,Connecticut social security benefit adjustment,year
ct_subtractions,tax_unit,Connecticut subtractions,year
ct_pension_annuity_subtraction,tax_unit,Connecticut pension and annuity subtraction,year
ct_tuition_subtraction,tax_unit,Connecticut tuition subtraction,year
dc_pap_eligible_child,person,Eligible child for DC Public Assistance Programs based on demographics,month
dc_ccsp,spm_unit,DC Child Care Subsidy Program (CCSP) benefit amount,month
dc_ccsp_assets,spm_unit,DC Child Care Subsidy Program (CCSP) asset,month
dc_ccsp_countable_income,spm_unit,DC Child Care Subsidy Program (CCSP) countable income,month
dc_ccsp_enrolled,spm_unit,Whether the family is currently enrolled in DC Child Care Subsidy Program (CCSP),month
dc_ccsp_copay,spm_unit,DC Child Care Subsidy Program (CCSP) copay,month
dc_ccsp_first_child_copay,person,DC Child Care Subsidy Program (CCSP) fist child copay amount,month
dc_ccsp_is_full_time,person,Person is attending full time day care under DC Child Care Subsidy Program (CCSP),month
dc_ccsp_is_second_youngest_child,person,Person is the second youngest child for DC Child Care Subsidy Program (CCSP) ,month
dc_ccsp_is_youngest_child,person,Person is the youngest child for DC Child Care Subsidy Program (CCSP) ,month
dc_ccsp_second_child_copay,person,DC Child Care Subsidy Program (CCSP) second child copay amount,month
dc_ccsp_asset_eligible,spm_unit,Eligible for DC Child Care Subsidy Program (CCSP) due to income,month
dc_ccsp_eligible,spm_unit,Eligible for DC Child Care Subsidy Program (CCSP),month
dc_ccsp_eligible_child,person,Eligible child for DC Child Care Subsidy Program (CCSP),month
dc_ccsp_immigration_status_eligible_person,person,Eligible person for DC Child Care Subsidy Program (CCSP) based on immigration status,month
dc_ccsp_income_eligible,spm_unit,Eligible for DC Child Care Subsidy Program (CCSP) due to income,month
dc_ccsp_income_test_waived,spm_unit,Income test exemption under DC Child Care Subsidy Program (CCSP),month
dc_ccsp_qualified_activity_eligible,spm_unit,Eligible for DC Child Care Subsidy Program (CCSP) due to qualified activity,month
dc_ccsp_qualified_activity_or_need_eligible,spm_unit,Eligible for DC Child Care Subsidy Program (CCSP) due to qualified activity or need,month
dc_ccsp_qualified_need_eligible,spm_unit,Eligible for DC Child Care Subsidy Program (CCSP) due to qualified need,month
dc_ccsp_attending_days_per_month,person,DC Child Care Subsidy Program (CCSP) attending days per month,month
dc_ccsp_childcare_provider_category,person,DC Child Care Subsidy Program (CCSP) child care provider category,month
dc_ccsp_child_category,person,DC Child Care Subsidy Program (CCSP) child category,month
dc_ccsp_maximum_subsidy_amount,person,DC Child Care Subsidy Program (CCSP) maximum subsidy amount per child,month
dc_ccsp_schedule_type,person,DC Child Care Subsidy Program (CCSP) schedule type,month
dc_gac,spm_unit,DC General Assistance for Children (GAC),month
dc_gac_assistance_unit_size,spm_unit,DC General Assistance for Children (GAC) assistance unit size,month
dc_gac_standard_payment,spm_unit,DC General Assistance for Children (GAC) standard payment,month
dc_gac_eligible,spm_unit,Eligible for DC General Assistance for Children (GAC),month
dc_gac_eligible_child,person,Eligible child for DC General Assistance for Children (GAC) based on demographics,month
dc_gac_income_eligible,spm_unit,Eligible for DC General Assistance for Children (GAC) due to income,month
dc_gac_countable_income,spm_unit,DC General Assistance for Children (GAC) countable income,month
dc_gac_countable_unearned_income_person,person,DC General Assistance for Children (GAC) unearned income per person,month
dc_gac_earned_income_after_disregard_person,person,DC General Assistance for Children (GAC) earned income after disregard per person,month
dc_power,spm_unit,"DC Program on Work, Employment, and Responsibility (POWER)",month
dc_power_eligible,spm_unit,"Eligible for DC Program on Work, Employment, and Responsibility (POWER)",month
dc_power_has_disqualifying_benefits,spm_unit,"Is receiving disqualifying benefits under DC Program on Work, Employment, and Responsibility (POWER)",year
dc_power_head_or_spouse_eligible,person,"Eligible for DC Program on Work, Employment, and Responsibility (POWER)",month
dc_tanf,spm_unit,DC Temporary Assistance for Needy Families (TANF),month
dc_tanf_assistance_unit_size,spm_unit,DC Temporary Assistance for Needy Families (TANF) assistance unit size,month
dc_tanf_countable_resources,spm_unit,DC Temporary Assistance for Needy Families (TANF) countable resources,month
dc_tanf_standard_payment,spm_unit,DC Temporary Assistance for Needy Families (TANF) standard payment,month
dc_tanf_basic_eligibility_requirements,spm_unit,Basic eligibility requirements for DC Temporary Assistance for Needy Families (TANF),month
dc_tanf_demographic_eligible_person,person,Eligible person for DC Temporary Assistance for Needy Families (TANF) based on demographics,month
dc_tanf_eligible,spm_unit,Eligible for DC Temporary Assistance for Needy Families (TANF),month
dc_tanf_immigration_status_eligible_person,person,Eligible person for DC Temporary Assistance for Needy Families (TANF) based on immigration status,month
dc_tanf_income_eligible,spm_unit,Eligible for DC Temporary Assistance for Needy Families (TANF) due to income,month
dc_tanf_resources_eligible,spm_unit,Eligible for DC Temporary Assistance for Needy Families (TANF) due to resources,month
dc_tanf_countable_income,spm_unit,DC Temporary Assistance for Needy Families (TANF) countable income,month
dc_tanf_childcare_deduction,spm_unit,DC Temporary Assistance for Needy Families (TANF) child care deduction ,month
dc_tanf_countable_earned_income,spm_unit,DC Temporary Assistance for Needy Families (TANF) countable earned income,month
dc_tanf_earned_income_after_disregard_person,person,DC Temporary Assistance for Needy Families (TANF) earned income after disregard per person,month
dc_tanf_gross_earned_income,person,DC Temporary Assistance for Needy Families (TANF) gross earned income,month
dc_tanf_countable_unearned_income,spm_unit,DC Temporary Assistance for Needy Families (TANF) countable unearned income,month
dc_tanf_gross_unearned_income,person,DC Temporary Assistance for Needy Families (TANF) gross unearned income,month
dc_tanf_is_working,person,Person is working under the work requirement for DC Temporary Assistance for Needy Families (TANF),month
dc_tanf_meets_work_requirements,spm_unit,Work requirement satisfied for DC Temporary Assistance for Needy Families (TANF),month
dc_tanf_work_requirement_exempt,person,Exempted from working requirement for DC Temporary Assistance for Needy Families (TANF),month
dc_liheap_eligible,spm_unit,Eligible for the DC LIHEAP,year
dc_liheap_heating_type,spm_unit,Household heating types for DC LIHEAP,year
dc_liheap_housing_type,spm_unit,Housing type for DC LIHEAP,year
dc_liheap_income_level,spm_unit,Income level for DC LIHEAP payment,year
dc_liheap_payment,spm_unit,DC LIHEAP payment,year
dc_agi,person,DC AGI (adjusted gross income) for each person in tax unit,year
dc_files_separately,tax_unit,Married couple files separately on DC tax return,year
dc_income_tax,tax_unit,DC income tax,year
dc_income_tax_before_credits,tax_unit,DC income tax before credits,year
dc_income_tax_before_credits_indiv,tax_unit,DC income tax before credits when married couples file separately,year
dc_income_tax_before_credits_joint,tax_unit,DC income tax before credits when married couples file jointly,year
dc_income_tax_before_refundable_credits,tax_unit,DC income tax before refundable credits,year
dc_snap_temporary_local_benefit,spm_unit,DC temporary local SNAP benefit amount,month
dc_taxable_income_indiv,person,DC taxable income (can be negative) when married couple files separately,year
dc_taxable_income_joint,tax_unit,DC taxable income (can be negative) when married couple files jointly,year
dc_withheld_income_tax,person,DC withheld income tax,year
dc_additions,person,DC additions to federal adjusted gross income,year
dc_self_employment_loss_addition,person,DC excess self-employment loss addition,year
dc_cdcc,tax_unit,DC child and dependent care credit,year
dc_kccatc,tax_unit,DC keep child care affordable tax credit,year
dc_non_refundable_credits,tax_unit,DC non-refundable credits,year
dc_ptc,tax_unit,DC property tax credit,year
dc_refundable_credits,tax_unit,DC refundable credits,year
takes_up_dc_ptc,tax_unit,Takes up the DC property tax credit,year
dc_ctc,tax_unit,DC Child Tax Credit,year
dc_ctc_capped_children,tax_unit,Capped number of DC CTC eligible children,year
dc_ctc_eligible_child,person,Whether the child is eligible for the DC CTC,year
dc_eitc,tax_unit,DC EITC,year
dc_eitc_without_qualifying_child,tax_unit,DC EITC without qualifying children,year
dc_eitc_with_qualifying_child,tax_unit,DC EITC with qualifying children,year
dc_deduction_indiv,person,DC deduction for each person in tax unit,year
dc_deduction_joint,tax_unit,DC deduction for each tax unit,year
dc_itemized_deductions,tax_unit,DC itemized deductions,year
dc_standard_deduction,tax_unit,DC standard deduction,year
dc_disability_exclusion,person,DC disability exclusion,year
dc_disabled_exclusion_subtraction,person,DC disabled exclusion subtraction,year
dc_income_subtractions,person,DC subtractions from federal adjusted gross income,year
de_agi_indiv,person,Delaware adjusted gross income for each individual when married filing separately,year
de_agi_joint,person,Delaware adjusted gross income for each individual whe married filing jointly,year
de_files_separately,tax_unit,married couple files separately on the Delaware tax return,year
de_income_tax,tax_unit,Delaware personal income tax,year
de_income_tax_before_non_refundable_credits_indv,person,Delaware personal income tax before non-refundable credits when married filing separately,year
de_income_tax_before_non_refundable_credits_joint,person,Delaware personal income tax before non-refundable credits when married filing jointly,year
de_income_tax_before_non_refundable_credits_unit,tax_unit,Delaware personal income tax before non-refundable credits combined,year
de_income_tax_before_refundable_credits,tax_unit,Delaware personal income tax before refundable credits,year
de_non_refundable_credits,tax_unit,Delaware non-refundable credits,year
de_pre_exclusions_agi,person,Delaware individual adjusted gross income before exclusions,year
de_refundable_credits,tax_unit,Delaware refundable credits,year
de_taxable_income_indv,person,Delaware taxable income when married couples are filing separately,year
de_taxable_income_joint,person,Delaware taxable income when married filing jointly,year
de_withheld_income_tax,person,Delaware withheld income tax,year
de_additions,person,Delaware adjusted gross income additions,year
de_cdcc,tax_unit,Delaware dependent care credit,year
de_eitc,tax_unit,Delaware EITC,year
de_non_refundable_eitc,tax_unit,Delaware non-refundable EITC,year
de_non_refundable_eitc_if_claimed,tax_unit,Delaware non-refundable EITC if claimed,year
de_refundable_eitc,tax_unit,Delaware refundable EITC,year
de_refundable_eitc_if_claimed,tax_unit,Delaware refundable EITC if claimed,year
de_claims_refundable_eitc,tax_unit,Filer claims refundable Delaware EITC,year
de_income_tax_if_claiming_non_refundable_eitc,tax_unit,Delaware tax liability if claiming non-refundable Delaware EITC,year
de_income_tax_if_claiming_refundable_eitc,tax_unit,Delaware tax liability if claiming refundable Delaware EITC,year
de_aged_personal_credit,tax_unit,Delaware aged personal credit,year
de_personal_credit,tax_unit,Delaware personal credit,year
de_relief_rebate,tax_unit,Delaware relief rebate,year
de_deduction_indv,person,Delaware deduction when married couples are filing separately,year
de_deduction_joint,person,Delaware deduction when married filing jointly,year
de_tax_unit_itemizes,tax_unit,Whether the tax unit in Delaware itemizes the deductions,year
de_capped_real_estate_tax,tax_unit,Delaware capped real estate tax,year
de_itemized_deductions_indv,person,Delaware itemized deductions when married couples are filing separately,year
de_itemized_deductions_joint,person,Delaware itemized deductions when married filing jointly,year
de_itemized_deductions_unit,tax_unit,Delaware itemized deductions,year
de_additional_standard_deduction,person,Delaware additional standard deduction,year
de_base_standard_deduction_indv,person,Delaware base standard deduction when married couples are filing separately,year
de_base_standard_deduction_joint,person,Delaware base standard deduction when married couples are filing jointly,year
de_standard_deduction_indv,person,Delaware standard deduction when married couples are filing separately,year
de_standard_deduction_joint,person,Delaware standard deduction when married filing jointly,year
de_subtractions,person,Delaware subtractions,year
de_elderly_or_disabled_income_exclusion_eligible_person,person,Eligible person for the Delaware elderly or disabled income exclusion,year
de_elderly_or_disabled_income_exclusion_indiv,person,Delaware individual aged or disabled exclusion when married filing sepaartely,year
de_elderly_or_disabled_income_exclusion_joint,person,Delaware individual aged or disabled exclusion when married filing jointly,year
de_pension_exclusion,person,Delaware individual pension exclusion,year
de_pension_exclusion_income,person,Income sources for the Delaware pension exclusion,year
ga_additions,tax_unit,Georgia additions to federal adjusted gross income,year
ga_agi,tax_unit,Georgia adjusted gross income,year
ga_income_tax,tax_unit,Georgia income tax after refundable credits,year
ga_income_tax_before_non_refundable_credits,tax_unit,Georgia income tax before non-refundable credits,year
ga_income_tax_before_refundable_credits,tax_unit,Georgia income tax before refundable credits,year
ga_non_refundable_credits,tax_unit,Georgia non-refundable credits,year
ga_refundable_credits,tax_unit,Georgia refundable credits,year
ga_subtractions,tax_unit,Georgia subtractions from federal adjusted gross income,year
ga_taxable_income,tax_unit,Georgia taxable income,year
ga_withheld_income_tax,person,Georgia withheld income tax,year
ga_low_income_credit,tax_unit,Georgia low income credit,year
